"Elapsed time","Datetime","Magnetic field"
918.540592,"2021-07-12 19:33:04.022985",-42.572
919.08796,"2021-07-12 19:33:04.570353",-42.566
919.629691,"2021-07-12 19:33:05.112084",-42.561
920.174286,"2021-07-12 19:33:05.656679",-42.56
920.719566,"2021-07-12 19:33:06.201959",-42.558
921.260651,"2021-07-12 19:33:06.743044",-42.556
921.804546,"2021-07-12 19:33:07.286939",-42.556
922.350917,"2021-07-12 19:33:07.833310",-42.557
922.890119,"2021-07-12 19:33:08.372512",-42.556
923.418299,"2021-07-12 19:33:08.900692",-42.556
923.950128,"2021-07-12 19:33:09.432521",-42.556
924.492138,"2021-07-12 19:33:09.974531",-42.556
925.037214,"2021-07-12 19:33:10.519607",-42.557
925.581591,"2021-07-12 19:33:11.063984",-42.557
926.125297,"2021-07-12 19:33:11.607690",-42.557
926.668914,"2021-07-12 19:33:12.151307",-42.557
927.208245,"2021-07-12 19:33:12.690638",-42.557
927.740531,"2021-07-12 19:33:13.222924",-42.556
928.279955,"2021-07-12 19:33:13.762348",-42.556
928.8273,"2021-07-12 19:33:14.309693",-42.554
929.36616,"2021-07-12 19:33:14.848553",-42.555
929.896887,"2021-07-12 19:33:15.379280",-42.552
930.437296,"2021-07-12 19:33:15.919689",-42.551
930.969005,"2021-07-12 19:33:16.451398",-42.524
931.51018,"2021-07-12 19:33:16.992573",-39.945
932.055041,"2021-07-12 19:33:17.537434",-37.315
932.601131,"2021-07-12 19:33:18.083524",-34.506
933.140719,"2021-07-12 19:33:18.623112",-31.697
933.684456,"2021-07-12 19:33:19.166849",-28.913
934.216649,"2021-07-12 19:33:19.699042",-26.751
934.760027,"2021-07-12 19:33:20.242420",-25.621
935.301622,"2021-07-12 19:33:20.784015",-25.523
935.845252,"2021-07-12 19:33:21.327645",-25.448
936.391404,"2021-07-12 19:33:21.873797",-25.369
936.935307,"2021-07-12 19:33:22.417700",-25.311
937.478625,"2021-07-12 19:33:22.961018",-25.261
938.022829,"2021-07-12 19:33:23.505222",-25.21
938.564171,"2021-07-12 19:33:24.046564",-25.169
939.110341,"2021-07-12 19:33:24.592734",-25.133
939.650172,"2021-07-12 19:33:25.132565",-25.108
940.177043,"2021-07-12 19:33:25.659436",-25.078
940.708605,"2021-07-12 19:33:26.190998",-25.051
941.249183,"2021-07-12 19:33:26.731576",-25.031
941.781383,"2021-07-12 19:33:27.263776",-25.014
942.325079,"2021-07-12 19:33:27.807472",-24.996
942.868429,"2021-07-12 19:33:28.350822",-24.983
943.412705,"2021-07-12 19:33:28.895098",-24.974
943.956471,"2021-07-12 19:33:29.438864",-24.966
944.500316,"2021-07-12 19:33:29.982709",-24.956
945.043982,"2021-07-12 19:33:30.526375",-24.95
945.583656,"2021-07-12 19:33:31.066049",-24.939
946.129953,"2021-07-12 19:33:31.612346",-24.932
946.673251,"2021-07-12 19:33:32.155644",-24.927
947.214697,"2021-07-12 19:33:32.697090",-24.923
947.746955,"2021-07-12 19:33:33.229348",-24.919
948.290521,"2021-07-12 19:33:33.772914",-24.915
948.833348,"2021-07-12 19:33:34.315741",-24.91
949.377553,"2021-07-12 19:33:34.859946",-24.906
949.921328,"2021-07-12 19:33:35.403721",-24.902
950.464847,"2021-07-12 19:33:35.947240",-24.901
951.008678,"2021-07-12 19:33:36.491071",-24.901
951.552337,"2021-07-12 19:33:37.034730",-24.9
952.096363,"2021-07-12 19:33:37.578756",-24.896
952.640119,"2021-07-12 19:33:38.122512",-24.896
953.18215,"2021-07-12 19:33:38.664543",-24.894
953.725528,"2021-07-12 19:33:39.207921",-24.888
954.270195,"2021-07-12 19:33:39.752588",-24.886
954.815284,"2021-07-12 19:33:40.297677",-24.882
955.358933,"2021-07-12 19:33:40.841326",-24.878
955.902695,"2021-07-12 19:33:41.385088",-24.873
956.446459,"2021-07-12 19:33:41.928852",-24.868
956.989238,"2021-07-12 19:33:42.471631",-24.859
957.534018,"2021-07-12 19:33:43.016411",-24.853
958.077749,"2021-07-12 19:33:43.560142",-24.848
958.619202,"2021-07-12 19:33:44.101595",-24.844
959.165432,"2021-07-12 19:33:44.647825",-24.84
959.706342,"2021-07-12 19:33:45.188735",-24.835
960.2477,"2021-07-12 19:33:45.730093",-24.833
960.779848,"2021-07-12 19:33:46.262241",-24.826
961.320342,"2021-07-12 19:33:46.802735",-24.823
961.847675,"2021-07-12 19:33:47.330068",-24.82
962.376831,"2021-07-12 19:33:47.859224",-24.818
962.917796,"2021-07-12 19:33:48.400189",-24.817
963.447904,"2021-07-12 19:33:48.930297",-24.816
963.992909,"2021-07-12 19:33:49.475302",-24.814
964.533953,"2021-07-12 19:33:50.016346",-24.812
965.080437,"2021-07-12 19:33:50.562830",-24.809
965.62199,"2021-07-12 19:33:51.104383",-24.806
966.163529,"2021-07-12 19:33:51.645922",-24.805
966.691973,"2021-07-12 19:33:52.174366",-24.803
967.21952,"2021-07-12 19:33:52.701913",-24.803
967.747773,"2021-07-12 19:33:53.230166",-24.803
968.275619,"2021-07-12 19:33:53.758012",-24.803
968.801705,"2021-07-12 19:33:54.284098",-24.802
969.333112,"2021-07-12 19:33:54.815505",-24.803
969.87367,"2021-07-12 19:33:55.356063",-24.803
970.401108,"2021-07-12 19:33:55.883501",-24.803
970.933135,"2021-07-12 19:33:56.415528",-24.8
971.477676,"2021-07-12 19:33:56.960069",-24.8
972.020892,"2021-07-12 19:33:57.503285",-24.802
972.565311,"2021-07-12 19:33:58.047704",-24.802
973.105614,"2021-07-12 19:33:58.588007",-24.803
973.633323,"2021-07-12 19:33:59.115716",-24.804
974.161394,"2021-07-12 19:33:59.643787",-24.803
974.688999,"2021-07-12 19:34:00.171392",-24.809
975.215388,"2021-07-12 19:34:00.697781",-26.179
975.743345,"2021-07-12 19:34:01.225738",-28.61
976.274318,"2021-07-12 19:34:01.756711",-31.732
976.817001,"2021-07-12 19:34:02.299394",-33.061
977.347258,"2021-07-12 19:34:02.829651",-36.013
977.885781,"2021-07-12 19:34:03.368174",-38.662
978.416529,"2021-07-12 19:34:03.898922",-41.368
978.961847,"2021-07-12 19:34:04.444240",-41.44
979.501118,"2021-07-12 19:34:04.983511",-41.561
980.02919,"2021-07-12 19:34:05.511583",-41.631
980.557628,"2021-07-12 19:34:06.040021",-41.708
981.085893,"2021-07-12 19:34:06.568286",-41.776
981.614732,"2021-07-12 19:34:07.097125",-41.837
982.16083,"2021-07-12 19:34:07.643223",-41.893
982.705105,"2021-07-12 19:34:08.187498",-41.944
983.245131,"2021-07-12 19:34:08.727524",-41.989
983.79243,"2021-07-12 19:34:09.274823",-42.028
984.333696,"2021-07-12 19:34:09.816089",-42.064
984.87881,"2021-07-12 19:34:10.361203",-42.098
985.423904,"2021-07-12 19:34:10.906297",-42.132
985.966215,"2021-07-12 19:34:11.448608",-42.152
986.507759,"2021-07-12 19:34:11.990152",-42.174
987.036196,"2021-07-12 19:34:12.518589",-42.19
987.564918,"2021-07-12 19:34:13.047311",-42.204
988.106494,"2021-07-12 19:34:13.588887",-42.221
988.635056,"2021-07-12 19:34:14.117449",-42.234
989.163782,"2021-07-12 19:34:14.646175",-42.246
989.709803,"2021-07-12 19:34:15.192196",-42.256
990.24909,"2021-07-12 19:34:15.731483",-42.263
990.780812,"2021-07-12 19:34:16.263205",-42.272
991.324545,"2021-07-12 19:34:16.806938",-42.279
991.8661,"2021-07-12 19:34:17.348493",-42.285
992.412049,"2021-07-12 19:34:17.894442",-42.292
992.954077,"2021-07-12 19:34:18.436470",-42.298
993.498952,"2021-07-12 19:34:18.981345",-42.303
994.042705,"2021-07-12 19:34:19.525098",-42.307
994.584224,"2021-07-12 19:34:20.066617",-42.31
995.130083,"2021-07-12 19:34:20.612476",-42.311
995.669651,"2021-07-12 19:34:21.152044",-42.312
996.19663,"2021-07-12 19:34:21.679023",-42.312
996.729577,"2021-07-12 19:34:22.211970",-42.319
997.27039,"2021-07-12 19:34:22.752783",-44.43
997.801178,"2021-07-12 19:34:23.283571",-45.832
998.339719,"2021-07-12 19:34:23.822112",-46.958
998.886129,"2021-07-12 19:34:24.368522",-48.213
999.432359,"2021-07-12 19:34:24.914752",-49.555
999.976246,"2021-07-12 19:34:25.458639",-49.586
1000.520051,"2021-07-12 19:34:26.002444",-49.684
1001.06304,"2021-07-12 19:34:26.545433",-50.722
1001.606994,"2021-07-12 19:34:27.089387",-50.724
1002.15097,"2021-07-12 19:34:27.633363",-50.726
1002.691795,"2021-07-12 19:34:28.174188",-50.729
1003.238706,"2021-07-12 19:34:28.721099",-50.73
1003.782424,"2021-07-12 19:34:29.264817",-50.731
1004.325606,"2021-07-12 19:34:29.807999",-50.734
1004.867871,"2021-07-12 19:34:30.350264",-50.737
1005.41393,"2021-07-12 19:34:30.896323",-50.738
1005.953187,"2021-07-12 19:34:31.435580",-50.739
1006.50139,"2021-07-12 19:34:31.983783",-50.739
1007.045203,"2021-07-12 19:34:32.527596",-50.738
1007.58898,"2021-07-12 19:34:33.071373",-50.738
1008.131784,"2021-07-12 19:34:33.614177",-50.74
1008.672844,"2021-07-12 19:34:34.155237",-50.74
1009.218877,"2021-07-12 19:34:34.701270",-50.74
1009.763308,"2021-07-12 19:34:35.245701",-50.739
1010.30347,"2021-07-12 19:34:35.785863",-50.74
1010.834918,"2021-07-12 19:34:36.317311",-50.739
1011.378621,"2021-07-12 19:34:36.861014",-50.737
1011.917759,"2021-07-12 19:34:37.400152",-50.738
1012.449318,"2021-07-12 19:34:37.931711",-50.737
1012.99398,"2021-07-12 19:34:38.476373",-50.737
1013.532803,"2021-07-12 19:34:39.015196",-50.737
1014.06476,"2021-07-12 19:34:39.547153",-50.737
1014.608434,"2021-07-12 19:34:40.090827",-50.737
1015.151478,"2021-07-12 19:34:40.633871",-50.736
1015.696788,"2021-07-12 19:34:41.179181",-50.735
1016.240739,"2021-07-12 19:34:41.723132",-50.735
1016.782611,"2021-07-12 19:34:42.265004",-50.735
1017.32817,"2021-07-12 19:34:42.810563",-50.736
1017.872,"2021-07-12 19:34:43.354393",-50.733
1018.415643,"2021-07-12 19:34:43.898036",-50.735
1018.954996,"2021-07-12 19:34:44.437389",-50.741
1019.485707,"2021-07-12 19:34:44.968100",-50.768
1020.028046,"2021-07-12 19:34:45.510439",-50.835
1020.572521,"2021-07-12 19:34:46.054914",-50.902
1021.115695,"2021-07-12 19:34:46.598088",-50.984
1021.661709,"2021-07-12 19:34:47.144102",-51.049
1022.20246,"2021-07-12 19:34:47.684853",-51.127
1022.747523,"2021-07-12 19:34:48.229916",-51.182
1023.290269,"2021-07-12 19:34:48.772662",-51.261
1023.830722,"2021-07-12 19:34:49.313115",-51.324
1024.361176,"2021-07-12 19:34:49.843569",-51.372
1024.906376,"2021-07-12 19:34:50.388769",-51.417
1025.446783,"2021-07-12 19:34:50.929176",-51.46
1025.978712,"2021-07-12 19:34:51.461105",-51.496
1026.519466,"2021-07-12 19:34:52.001859",-51.536
1027.050286,"2021-07-12 19:34:52.532679",-51.564
1027.594032,"2021-07-12 19:34:53.076425",-51.588
1028.134719,"2021-07-12 19:34:53.617112",-51.611
1028.661749,"2021-07-12 19:34:54.144142",-51.621
1029.193347,"2021-07-12 19:34:54.675740",-51.642
1029.737129,"2021-07-12 19:34:55.219522",-51.656
1030.278971,"2021-07-12 19:34:55.761364",-51.669
1030.822046,"2021-07-12 19:34:56.304439",-51.682
1031.368306,"2021-07-12 19:34:56.850699",-51.692
1031.912284,"2021-07-12 19:34:57.394677",-51.703
1032.454444,"2021-07-12 19:34:57.936837",-51.712
1032.999489,"2021-07-12 19:34:58.481882",-51.715
1033.538566,"2021-07-12 19:34:59.020959",-51.721
1034.070692,"2021-07-12 19:34:59.553085",-51.728
1034.611965,"2021-07-12 19:35:00.094358",-51.734
1035.156939,"2021-07-12 19:35:00.639332",-51.737
1035.695669,"2021-07-12 19:35:01.178062",-51.74
1036.228802,"2021-07-12 19:35:01.711195",-51.743
1036.770233,"2021-07-12 19:35:02.252626",-51.744
1037.31445,"2021-07-12 19:35:02.796843",-51.748
1037.854626,"2021-07-12 19:35:03.337019",-51.75
1038.384369,"2021-07-12 19:35:03.866762",-51.752
1038.925419,"2021-07-12 19:35:04.407812",-51.753
1039.453856,"2021-07-12 19:35:04.936249",-51.753
1040.001545,"2021-07-12 19:35:05.483938",-51.753
1040.543517,"2021-07-12 19:35:06.025910",-51.753
1041.083812,"2021-07-12 19:35:06.566205",-51.755
1041.613666,"2021-07-12 19:35:07.096059",-51.763
1042.157357,"2021-07-12 19:35:07.639750",-51.773
1042.698539,"2021-07-12 19:35:08.180932",-51.783
1043.230961,"2021-07-12 19:35:08.713354",-51.795
1043.774554,"2021-07-12 19:35:09.256947",-51.805
1044.317387,"2021-07-12 19:35:09.799780",-51.821
1044.861622,"2021-07-12 19:35:10.344015",-51.832
1045.400944,"2021-07-12 19:35:10.883337",-51.846
1045.928539,"2021-07-12 19:35:11.410932",-51.859
1046.460585,"2021-07-12 19:35:11.942978",-51.868
1047.004842,"2021-07-12 19:35:12.487235",-51.876
1047.544589,"2021-07-12 19:35:13.026982",-51.885
1048.087169,"2021-07-12 19:35:13.569562",-51.891
1048.617959,"2021-07-12 19:35:14.100352",-51.897
1049.160348,"2021-07-12 19:35:14.642741",-51.902
1049.689368,"2021-07-12 19:35:15.171761",-51.907
1050.220209,"2021-07-12 19:35:15.702602",-51.913
1050.760585,"2021-07-12 19:35:16.242978",-51.914
1051.28881,"2021-07-12 19:35:16.771203",-51.911
1051.819469,"2021-07-12 19:35:17.301862",-51.917
1052.363213,"2021-07-12 19:35:17.845606",-51.919
1052.901904,"2021-07-12 19:35:18.384297",-51.923
1053.429391,"2021-07-12 19:35:18.911784",-51.925
1053.958365,"2021-07-12 19:35:19.440758",-51.926
1054.485738,"2021-07-12 19:35:19.968131",-51.928
1055.028764,"2021-07-12 19:35:20.511157",-51.93
1055.557118,"2021-07-12 19:35:21.039511",-51.929
1056.089597,"2021-07-12 19:35:21.571990",-51.932
1056.629649,"2021-07-12 19:35:22.112042",-51.93
1057.157139,"2021-07-12 19:35:22.639532",-51.932
1057.688239,"2021-07-12 19:35:23.170632",-51.933
1058.229247,"2021-07-12 19:35:23.711640",-51.935
1058.76012,"2021-07-12 19:35:24.242513",-51.935
1059.303912,"2021-07-12 19:35:24.786305",-51.936
1059.846883,"2021-07-12 19:35:25.329276",-51.937
1060.386625,"2021-07-12 19:35:25.869018",-51.937
1060.915033,"2021-07-12 19:35:26.397426",-51.937
1061.463038,"2021-07-12 19:35:26.945431",-51.94
1062.004307,"2021-07-12 19:35:27.486700",-51.941
1062.548562,"2021-07-12 19:35:28.030955",-51.941
1063.091458,"2021-07-12 19:35:28.573851",-51.938
1063.637126,"2021-07-12 19:35:29.119519",-51.941
1064.180366,"2021-07-12 19:35:29.662759",-51.946
1064.725471,"2021-07-12 19:35:30.207864",-51.953
1065.265478,"2021-07-12 19:35:30.747871",-51.959
1065.812965,"2021-07-12 19:35:31.295358",-51.969
1066.357189,"2021-07-12 19:35:31.839582",-51.975
1066.899084,"2021-07-12 19:35:32.381477",-51.984
1067.442868,"2021-07-12 19:35:32.925261",-51.991
1067.988422,"2021-07-12 19:35:33.470815",-51.997
1068.530294,"2021-07-12 19:35:34.012687",-52.004
1069.057529,"2021-07-12 19:35:34.539922",-52.009
1069.583095,"2021-07-12 19:35:35.065488",-52.012
1070.115443,"2021-07-12 19:35:35.597836",-52.016
1070.655261,"2021-07-12 19:35:36.137654",-52.022
1071.187346,"2021-07-12 19:35:36.669739",-52.026
1071.730492,"2021-07-12 19:35:37.212885",-52.031
1072.271872,"2021-07-12 19:35:37.754265",-52.035
1072.802598,"2021-07-12 19:35:38.284991",-52.04
1073.346552,"2021-07-12 19:35:38.828945",-52.042
1073.88599,"2021-07-12 19:35:39.368383",-52.045
1074.417559,"2021-07-12 19:35:39.899952",-52.049
1074.958001,"2021-07-12 19:35:40.440394",-52.051
1075.486255,"2021-07-12 19:35:40.968648",-52.052
1076.030614,"2021-07-12 19:35:41.513007",-52.05
1076.560284,"2021-07-12 19:35:42.042677",-52.051
1077.104647,"2021-07-12 19:35:42.587040",-52.054
1077.646376,"2021-07-12 19:35:43.128769",-52.056
1078.187557,"2021-07-12 19:35:43.669950",-52.057
1078.718237,"2021-07-12 19:35:44.200630",-52.06
1079.243934,"2021-07-12 19:35:44.726327",-52.062
1079.773937,"2021-07-12 19:35:45.256330",-52.067
1080.314968,"2021-07-12 19:35:45.797361",-52.065
1080.84704,"2021-07-12 19:35:46.329433",-52.065
1081.387633,"2021-07-12 19:35:46.870026",-52.066
1081.914167,"2021-07-12 19:35:47.396560",-52.069
1082.446223,"2021-07-12 19:35:47.928616",-52.068
1082.987167,"2021-07-12 19:35:48.469560",-52.067
1083.533254,"2021-07-12 19:35:49.015647",-52.065
1084.077809,"2021-07-12 19:35:49.560202",-52.065
1084.61738,"2021-07-12 19:35:50.099773",-52.065
1085.148706,"2021-07-12 19:35:50.631099",-52.063
1085.687899,"2021-07-12 19:35:51.170292",-52.067
1086.219175,"2021-07-12 19:35:51.701568",-52.071
1086.764457,"2021-07-12 19:35:52.246850",-52.076
1087.304714,"2021-07-12 19:35:52.787107",-52.087
1087.846939,"2021-07-12 19:35:53.329332",-52.097
1088.377495,"2021-07-12 19:35:53.859888",-52.105
1088.905269,"2021-07-12 19:35:54.387662",-52.112
1089.446172,"2021-07-12 19:35:54.928565",-52.117
1089.973966,"2021-07-12 19:35:55.456359",-52.124
1090.505098,"2021-07-12 19:35:55.987491",-52.129
1091.048438,"2021-07-12 19:35:56.530831",-52.134
1091.574794,"2021-07-12 19:35:57.057187",-52.138
1092.117858,"2021-07-12 19:35:57.600251",-52.14
1092.647474,"2021-07-12 19:35:58.129867",-52.143
1093.176167,"2021-07-12 19:35:58.658560",-52.147
1093.721596,"2021-07-12 19:35:59.203989",-52.151
1094.263934,"2021-07-12 19:35:59.746327",-52.153
1094.805737,"2021-07-12 19:36:00.288130",-52.155
1095.350545,"2021-07-12 19:36:00.832938",-52.157
1095.896613,"2021-07-12 19:36:01.379006",-52.159
1096.436337,"2021-07-12 19:36:01.918730",-52.161
1096.96827,"2021-07-12 19:36:02.450663",-52.162
1097.508276,"2021-07-12 19:36:02.990669",-52.163
1098.03463,"2021-07-12 19:36:03.517023",-52.163
1098.564615,"2021-07-12 19:36:04.047008",-52.164
1099.108049,"2021-07-12 19:36:04.590442",-52.166
1099.650749,"2021-07-12 19:36:05.133142",-52.164
1100.182565,"2021-07-12 19:36:05.664958",-52.165
1100.725907,"2021-07-12 19:36:06.208300",-52.165
1101.269256,"2021-07-12 19:36:06.751649",-52.167
1101.812,"2021-07-12 19:36:07.294393",-52.166
1102.357844,"2021-07-12 19:36:07.840237",-52.166
1102.901053,"2021-07-12 19:36:08.383446",-52.163
1103.444981,"2021-07-12 19:36:08.927374",-52.162
1103.989191,"2021-07-12 19:36:09.471584",-52.164
1104.532527,"2021-07-12 19:36:10.014920",-52.165
1105.076668,"2021-07-12 19:36:10.559061",-52.166
1105.619439,"2021-07-12 19:36:11.101832",-52.166
1106.164288,"2021-07-12 19:36:11.646681",-52.164
1106.704662,"2021-07-12 19:36:12.187055",-52.163
1107.251748,"2021-07-12 19:36:12.734141",-52.168
1107.7916,"2021-07-12 19:36:13.273993",-52.171
1108.323479,"2021-07-12 19:36:13.805872",-52.174
1108.867267,"2021-07-12 19:36:14.349660",-52.178
1109.406404,"2021-07-12 19:36:14.888797",-52.185
1109.938694,"2021-07-12 19:36:15.421087",-52.193
1110.482543,"2021-07-12 19:36:15.964936",-52.201
1111.02244,"2021-07-12 19:36:16.504833",-52.21
1111.553895,"2021-07-12 19:36:17.036288",-52.215
1112.095332,"2021-07-12 19:36:17.577725",-52.221
1112.641502,"2021-07-12 19:36:18.123895",-52.229
1113.182733,"2021-07-12 19:36:18.665126",-52.234
1113.713045,"2021-07-12 19:36:19.195438",-52.24
1114.251956,"2021-07-12 19:36:19.734349",-52.245
1114.781347,"2021-07-12 19:36:20.263740",-52.25
1115.312368,"2021-07-12 19:36:20.794761",-52.253
1115.854315,"2021-07-12 19:36:21.336708",-52.255
1116.398252,"2021-07-12 19:36:21.880645",-52.259
1116.943604,"2021-07-12 19:36:22.425997",-52.261
1117.484432,"2021-07-12 19:36:22.966825",-52.262
1118.028253,"2021-07-12 19:36:23.510646",-52.262
1118.558067,"2021-07-12 19:36:24.040460",-52.268
1119.102789,"2021-07-12 19:36:24.585182",-52.269
1119.646567,"2021-07-12 19:36:25.128960",-52.265
1120.190104,"2021-07-12 19:36:25.672497",-52.268
1120.731992,"2021-07-12 19:36:26.214385",-52.269
1121.277725,"2021-07-12 19:36:26.760118",-52.269
1121.818368,"2021-07-12 19:36:27.300761",-52.269
1122.363718,"2021-07-12 19:36:27.846111",-52.269
1122.909242,"2021-07-12 19:36:28.391635",-52.269
1123.452472,"2021-07-12 19:36:28.934865",-52.269
1123.996602,"2021-07-12 19:36:29.478995",-52.269
1124.540506,"2021-07-12 19:36:30.022899",-52.27
1125.079862,"2021-07-12 19:36:30.562255",-52.27
1125.611509,"2021-07-12 19:36:31.093902",-52.27
1126.153086,"2021-07-12 19:36:31.635479",-52.27
1126.683112,"2021-07-12 19:36:32.165505",-52.269
1127.226377,"2021-07-12 19:36:32.708770",-52.269
1127.768812,"2021-07-12 19:36:33.251205",-52.269
1128.309945,"2021-07-12 19:36:33.792338",-52.268
1128.837036,"2021-07-12 19:36:34.319429",-52.268
1129.366944,"2021-07-12 19:36:34.849337",-52.27
1129.913249,"2021-07-12 19:36:35.395642",-52.274
1130.455179,"2021-07-12 19:36:35.937572",-52.28
1131.00053,"2021-07-12 19:36:36.482923",-52.289
1131.541646,"2021-07-12 19:36:37.024039",-52.298
1132.083268,"2021-07-12 19:36:37.565661",-52.309
1132.61478,"2021-07-12 19:36:38.097173",-52.318
1133.15696,"2021-07-12 19:36:38.639353",-52.325
1133.703555,"2021-07-12 19:36:39.185948",-52.332
1134.245266,"2021-07-12 19:36:39.727659",-52.337
1134.788682,"2021-07-12 19:36:40.271075",-52.343
1135.329348,"2021-07-12 19:36:40.811741",-52.349
1135.861985,"2021-07-12 19:36:41.344378",-52.352
1136.405985,"2021-07-12 19:36:41.888378",-52.358
1136.950284,"2021-07-12 19:36:42.432677",-52.362
1137.493638,"2021-07-12 19:36:42.976031",-52.366
1138.03464,"2021-07-12 19:36:43.517033",-52.372
1138.580268,"2021-07-12 19:36:44.062661",-52.369
1139.125052,"2021-07-12 19:36:44.607445",-52.374
1139.664606,"2021-07-12 19:36:45.146999",-52.374
1140.192866,"2021-07-12 19:36:45.675259",-52.376
1140.722418,"2021-07-12 19:36:46.204811",-52.379
1141.268609,"2021-07-12 19:36:46.751002",-52.38
1141.808079,"2021-07-12 19:36:47.290472",-52.383
1142.337033,"2021-07-12 19:36:47.819426",-52.386
1142.879425,"2021-07-12 19:36:48.361818",-52.386
1143.407987,"2021-07-12 19:36:48.890380",-52.388
1143.953232,"2021-07-12 19:36:49.435625",-52.389
1144.495004,"2021-07-12 19:36:49.977397",-52.389
1145.039008,"2021-07-12 19:36:50.521401",-52.391
1145.570227,"2021-07-12 19:36:51.052620",-52.39
1146.109608,"2021-07-12 19:36:51.592001",-52.389
1146.640929,"2021-07-12 19:36:52.123322",-52.389
1147.182997,"2021-07-12 19:36:52.665390",-52.389
1147.729124,"2021-07-12 19:36:53.211517",-52.389
1148.273094,"2021-07-12 19:36:53.755487",-52.389
1148.815445,"2021-07-12 19:36:54.297838",-52.391
1149.359841,"2021-07-12 19:36:54.842234",-52.391
1149.902035,"2021-07-12 19:36:55.384428",-52.393
1150.446555,"2021-07-12 19:36:55.928948",-52.393
1150.986776,"2021-07-12 19:36:56.469169",-52.393
1151.518175,"2021-07-12 19:36:57.000568",-52.395
1152.062558,"2021-07-12 19:36:57.544951",-52.398
1152.602914,"2021-07-12 19:36:58.085307",-52.405
1153.132268,"2021-07-12 19:36:58.614661",-52.415
1153.661095,"2021-07-12 19:36:59.143488",-52.427
1154.206401,"2021-07-12 19:36:59.688794",-52.45
1154.746539,"2021-07-12 19:37:00.228932",-52.477
1155.291184,"2021-07-12 19:37:00.773577",-52.507
1155.818316,"2021-07-12 19:37:01.300709",-52.529
1156.365448,"2021-07-12 19:37:01.847841",-52.545
1156.90653,"2021-07-12 19:37:02.388923",-52.563
1157.448247,"2021-07-12 19:37:02.930640",-52.579
1157.978429,"2021-07-12 19:37:03.460822",-52.594
1158.524613,"2021-07-12 19:37:04.007006",-52.607
1159.064109,"2021-07-12 19:37:04.546502",-52.615
1159.59513,"2021-07-12 19:37:05.077523",-52.623
1160.139863,"2021-07-12 19:37:05.622256",-52.63
1160.683646,"2021-07-12 19:37:06.166039",-52.637
1161.227294,"2021-07-12 19:37:06.709687",-52.643
1161.770416,"2021-07-12 19:37:07.252809",-52.647
1162.314661,"2021-07-12 19:37:07.797054",-52.652
1162.854051,"2021-07-12 19:37:08.336444",-52.656
1163.402217,"2021-07-12 19:37:08.884610",-52.661
1163.941599,"2021-07-12 19:37:09.423992",-52.665
1164.470367,"2021-07-12 19:37:09.952760",-52.668
1165.013012,"2021-07-12 19:37:10.495405",-52.668
1165.542783,"2021-07-12 19:37:11.025176",-52.67
1166.087185,"2021-07-12 19:37:11.569578",-52.67
1166.629108,"2021-07-12 19:37:12.111501",-52.669
1167.176652,"2021-07-12 19:37:12.659045",-52.671
1167.715877,"2021-07-12 19:37:13.198270",-52.67
1168.248369,"2021-07-12 19:37:13.730762",-52.671
1168.789598,"2021-07-12 19:37:14.271991",-52.673
1169.335865,"2021-07-12 19:37:14.818258",-52.674
1169.877222,"2021-07-12 19:37:15.359615",-52.674
1170.42325,"2021-07-12 19:37:15.905643",-52.677
1170.962645,"2021-07-12 19:37:16.445038",-52.678
1171.494894,"2021-07-12 19:37:16.977287",-52.68
1172.038702,"2021-07-12 19:37:17.521095",-52.682
1172.578787,"2021-07-12 19:37:18.061180",-52.683
1173.125492,"2021-07-12 19:37:18.607885",-52.694
1173.667217,"2021-07-12 19:37:19.149610",-52.713
1174.213754,"2021-07-12 19:37:19.696147",-52.754
1174.753256,"2021-07-12 19:37:20.235649",-52.817
1175.285428,"2021-07-12 19:37:20.767821",-52.916
1175.828944,"2021-07-12 19:37:21.311337",-54.032
1176.370214,"2021-07-12 19:37:21.852607",-55.131
1176.900603,"2021-07-12 19:37:22.382996",-55.149
1177.444478,"2021-07-12 19:37:22.926871",-55.164
1177.988148,"2021-07-12 19:37:23.470541",-55.178
1178.531772,"2021-07-12 19:37:24.014165",-55.188
1179.075606,"2021-07-12 19:37:24.557999",-55.197
1179.618008,"2021-07-12 19:37:25.100401",-55.211
1180.163143,"2021-07-12 19:37:25.645536",-55.218
1180.706723,"2021-07-12 19:37:26.189116",-55.23
1181.249133,"2021-07-12 19:37:26.731526",-55.236
1181.790059,"2021-07-12 19:37:27.272452",-55.241
1182.322414,"2021-07-12 19:37:27.804807",-55.246
1182.862609,"2021-07-12 19:37:28.345002",-55.252
1183.393424,"2021-07-12 19:37:28.875817",-55.259
1183.937645,"2021-07-12 19:37:29.420038",-55.265
1184.479826,"2021-07-12 19:37:29.962219",-55.269
1185.0205,"2021-07-12 19:37:30.502893",-55.271
1185.552895,"2021-07-12 19:37:31.035288",-55.273
1186.096592,"2021-07-12 19:37:31.578985",-55.273
1186.637059,"2021-07-12 19:37:32.119452",-55.274
1187.17981,"2021-07-12 19:37:32.662203",-55.275
1187.710111,"2021-07-12 19:37:33.192504",-55.278
1188.250948,"2021-07-12 19:37:33.733341",-55.282
1188.783562,"2021-07-12 19:37:34.265955",-55.288
1189.322101,"2021-07-12 19:37:34.804494",-55.292
1189.851468,"2021-07-12 19:37:35.333861",-55.292
